city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_136,0.897,nan,No relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,1,20,1
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,74,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,72,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,41,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,20,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,60,0
city_59,0.775,nan,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,164,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,16,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,1,31,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,0
city_43,0.516,nan,No relevent experience,Part time course,Graduate,No Major,3,nan,nan,never,43,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,144,0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,27,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,28,0
city_91,0.691,nan,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,55,1
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,nan,1,75,0
city_136,0.897,nan,No relevent experience,Full time course,Masters,STEM,2,100-500,nan,1,145,1
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,1
city_98,0.949,Other,No relevent experience,Full time course,Graduate,STEM,9,<10,Early Stage Startup,1,59,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,26,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,2,0
city_62,0.645,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,9,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,No Major,10,10000+,Pvt Ltd,2,4,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,nan,14,50-99,Pvt Ltd,>4,48,0
city_160,0.92,nan,No relevent experience,Full time course,High School,nan,1,nan,nan,1,96,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,10/49,Pvt Ltd,>4,45,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,47,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,nan,nan,1,140,0
city_90,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,>4,11,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,11,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,50-99,Pvt Ltd,>4,16,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,50-99,Pvt Ltd,>4,57,1
city_65,0.802,nan,Has relevent experience,Full time course,Graduate,STEM,16,500-999,Pvt Ltd,>4,48,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,89,0
city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,24,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,41,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,nan,1,4,0
city_16,0.91,nan,No relevent experience,no_enrollment,High School,nan,2,nan,nan,never,108,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,6,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,100-500,Pvt Ltd,1,12,1
city_16,0.91,Female,No relevent experience,no_enrollment,Graduate,No Major,1,5000-9999,nan,never,6,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,56,1
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,nan,nan,4,103,1
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,20,100-500,Pvt Ltd,>4,17,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,1,47,0
city_121,0.781,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,63,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,1,42,0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,3,nan,nan,never,32,1
city_150,0.698,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,10,0
city_19,0.682,Male,Has relevent experience,no_enrollment,Masters,STEM,20,nan,nan,1,61,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,nan,nan,2,112,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,nan,nan,2,41,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,44,0
city_152,0.698,nan,No relevent experience,no_enrollment,High School,nan,3,nan,nan,never,56,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,2,9,0
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,4,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Early Stage Startup,4,10,0
city_40,0.776,nan,No relevent experience,Full time course,High School,nan,4,1000-4999,Pvt Ltd,never,54,1
city_104,0.924,nan,No relevent experience,Full time course,Graduate,STEM,<1,nan,nan,1,25,0
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,12,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,Pvt Ltd,3,9,0
city_44,0.725,Male,No relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,1,19,0
city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,69,0
city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,8,1
city_53,0.74,Female,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,4,126,0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,48,0
city_160,0.92,nan,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,1,24,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,48,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,10,50-99,Pvt Ltd,4,36,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,54,0
city_67,0.855,Male,No relevent experience,Full time course,High School,nan,<1,100-500,Pvt Ltd,1,12,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,14,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,8,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,nan,nan,4,46,0
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,7,nan,nan,never,146,1
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,60,1
city_19,0.682,nan,Has relevent experience,no_enrollment,High School,nan,7,nan,nan,1,67,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,2,3,1
city_98,0.949,nan,No relevent experience,no_enrollment,Masters,STEM,4,500-999,nan,never,53,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,31,0
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,40,0
city_100,0.887,Male,No relevent experience,Full time course,Masters,Business Degree,7,nan,nan,1,23,1
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Funded Startup,2,152,0
city_162,0.767,nan,Has relevent experience,Full time course,Graduate,STEM,3,nan,nan,1,59,1
city_114,0.926,Male,No relevent experience,no_enrollment,High School,nan,2,10/49,Funded Startup,2,59,0
city_136,0.897,Female,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,15,0
city_16,0.91,nan,No relevent experience,no_enrollment,Phd,STEM,>20,nan,nan,>4,79,0
city_136,0.897,Female,No relevent experience,Full time course,Masters,STEM,8,100-500,Public Sector,1,35,0
city_173,0.878,nan,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,>4,43,0
city_67,0.855,Male,No relevent experience,Full time course,High School,nan,8,100-500,Pvt Ltd,1,34,0
city_104,0.924,nan,No relevent experience,no_enrollment,High School,nan,5,nan,nan,never,24,0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,129,0
city_67,0.855,Other,No relevent experience,no_enrollment,Graduate,Business Degree,18,1000-4999,Pvt Ltd,>4,48,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,103,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,107,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,>4,11,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,>4,13,1
city_16,0.91,Male,Has relevent experience,Part time course,High School,nan,4,1000-4999,Pvt Ltd,1,160,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,never,53,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,161,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,102,0
city_70,0.698,Male,Has relevent experience,Full time course,Primary School,nan,7,100-500,Public Sector,2,7,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,13,nan,nan,never,80,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,nan,nan,2,67,0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,112,0
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,8,0
city_65,0.802,nan,Has relevent experience,no_enrollment,High School,nan,3,<10,Pvt Ltd,2,64,0
city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,nan,nan,1,14,1
city_123,0.738,nan,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,5,0
city_173,0.878,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,22,0
city_9,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,84,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,167,0
city_103,0.92,nan,No relevent experience,no_enrollment,Masters,Arts,15,10000+,Pvt Ltd,2,64,0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,45,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,>20,<10,Pvt Ltd,1,88,0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,8,nan,nan,never,21,1
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,2,50-99,Pvt Ltd,1,56,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10/49,Pvt Ltd,>4,37,0
city_67,0.855,nan,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,nan,2,146,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,28,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,nan,1,23,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,5,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,5,nan,nan,1,37,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,1,58,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,<10,Pvt Ltd,2,174,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,6,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,3,60,0
city_90,0.698,nan,Has relevent experience,no_enrollment,High School,nan,3,<10,Pvt Ltd,2,6,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,26,1
city_101,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,8,0
city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,73,1
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,10,nan,nan,1,121,0
city_83,0.923,Male,No relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,1,72,0
city_120,0.78,Male,No relevent experience,no_enrollment,Graduate,nan,3,nan,nan,never,129,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,1,73,1
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,135,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,102,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,86,0
city_145,0.555,nan,Has relevent experience,Full time course,Graduate,STEM,2,nan,nan,1,7,1
city_2,0.788,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,>4,155,0
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Public Sector,3,52,0
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,>20,1000-4999,NGO,>4,28,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,40,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,75,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,28,0
city_16,0.91,nan,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,20,0
city_160,0.92,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,1,90,1
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,11,1000-4999,Pvt Ltd,1,14,0
city_160,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,24,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,never,22,1
city_104,0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,55,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,nan,1,21,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Early Stage Startup,2,54,0
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,11,0
city_100,0.887,Male,Has relevent experience,Part time course,Phd,STEM,>20,nan,nan,>4,41,0
city_173,0.878,nan,No relevent experience,Full time course,Masters,STEM,12,50-99,Public Sector,1,152,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,40,1
city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,16,nan,nan,2,83,0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,nan,5,nan,nan,1,112,1
city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,15,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,67,0
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,never,50,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,nan,nan,never,73,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,1,164,0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,66,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,27,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,2,19,0
city_160,0.92,nan,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Other,1,42,0
city_103,0.92,nan,Has relevent experience,Full time course,Graduate,nan,>20,nan,nan,>4,96,1
city_23,0.899,nan,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Funded Startup,1,23,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,24,1
city_173,0.878,nan,No relevent experience,no_enrollment,High School,nan,7,nan,nan,never,96,0
city_142,0.727,nan,No relevent experience,Part time course,Graduate,STEM,6,nan,nan,1,110,1
city_20,0.796,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,>4,86,0
city_39,0.898,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,146,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,11,1
city_103,0.92,nan,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,42,1
city_158,0.766,nan,Has relevent experience,Part time course,High School,nan,4,nan,nan,2,7,1
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,Business Degree,10,nan,nan,>4,22,1
city_114,0.926,nan,No relevent experience,Full time course,High School,nan,7,<10,Early Stage Startup,2,77,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,19,nan,nan,4,29,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,50,0
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,3,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,70,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,5,nan,nan,never,99,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,94,0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,51,1
city_103,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,101,0
city_173,0.878,nan,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,2,35,0
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,Arts,14,10/49,Pvt Ltd,3,42,0
city_159,0.843,nan,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,never,9,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,<10,Early Stage Startup,1,32,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,nan,nan,1,134,1
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,5,nan,nan,never,22,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,2,24,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,131,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,31,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,41,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,3,17,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,>4,39,1
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,Arts,16,50-99,Pvt Ltd,>4,46,0
city_74,0.579,nan,No relevent experience,Full time course,Graduate,Other,6,nan,Pvt Ltd,never,39,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,47,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,12,50-99,Pvt Ltd,>4,94,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,40,0
city_16,0.91,Male,No relevent experience,Full time course,High School,nan,9,nan,nan,never,12,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,1,32,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,nan,2,nan,nan,never,20,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,184,0
city_21,0.624,nan,Has relevent experience,Full time course,High School,nan,6,50-99,Pvt Ltd,1,92,1
city_10,0.895,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Public Sector,2,26,0
city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,nan,nan,1,44,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,57,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,2,nan,nan,2,28,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,3,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,16,nan,nan,>4,74,1
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,128,0
city_133,0.742,Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,never,157,0
city_9,0.743,nan,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,NGO,1,146,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Public Sector,1,31,0
city_100,0.887,nan,Has relevent experience,no_enrollment,High School,nan,6,100-500,Pvt Ltd,1,61,0
city_136,0.897,Male,Has relevent experience,Full time course,Graduate,Humanities,2,nan,nan,never,40,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,24,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,2,36,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,>4,55,1
city_73,0.754,nan,No relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Pvt Ltd,>4,48,1
city_114,0.926,Male,No relevent experience,no_enrollment,High School,nan,3,nan,nan,never,25,0
city_83,0.923,Male,No relevent experience,no_enrollment,High School,nan,1,10/49,Pvt Ltd,1,114,0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,nan,nan,3,18,0
city_71,0.884,nan,No relevent experience,no_enrollment,Phd,STEM,11,5000-9999,Pvt Ltd,1,23,1
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,11,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,100,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11,nan,nan,never,46,0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,1,51,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,12,nan,Pvt Ltd,1,30,0
city_134,0.698,nan,Has relevent experience,no_enrollment,Graduate,nan,4,nan,nan,never,20,0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,nan,1,15,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,74,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,4,15,1
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,never,39,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,4,21,0
city_64,0.666,Female,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,18,0
city_73,0.754,nan,No relevent experience,no_enrollment,High School,nan,4,nan,nan,never,10,0
city_73,0.754,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,65,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,11,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,18,nan,nan,1,39,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Public Sector,2,144,1
city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,never,9,1
city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,18,1
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,5,nan,nan,never,10,0
city_142,0.727,nan,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,1,43,0
city_98,0.949,nan,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,55,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,180,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,0
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,nan,never,140,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Other,>4,42,0
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,42,1
city_75,0.939,nan,No relevent experience,no_enrollment,Graduate,nan,<1,nan,Pvt Ltd,never,14,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,nan,2,96,0
city_114,0.926,nan,Has relevent experience,no_enrollment,High School,nan,4,5000-9999,Pvt Ltd,1,43,0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,14,10000+,NGO,>4,65,0
city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,never,17,1
city_71,0.884,nan,Has relevent experience,no_enrollment,Masters,Business Degree,15,nan,nan,>4,24,0
